2015,1,1,-3,-12,12,-7.5,1.2,39.289,0
2015,1,2,-1.5,-14.5,4,-8,0.4,32.741,0
2015,1,3,4.5,-15.5,0,-5.5,0,32.741,0
2015,1,4,9.5,-12.5,0,-1.5,0,39.289,0
2015,1,5,10.5,-9,0,0.75,0,52.385,0
2015,1,6,10,-7.5,0,1.25,0,58.934,0
2015,1,7,11,-5,0,3,0,72.03,0
2015,1,8,12.5,-5.5,0,3.5,0,65.482,0
2015,1,9,12,-4.5,0,3.75,0,72.03,0
2015,1,10,8,-2.5,0,2.75,0,85.126,0
2015,1,11,6.5,-1,2,2.75,0.2,91.674,0
2015,1,12,7.5,0,6,3.75,0.6,98.222,0
2015,1,13,6,-2,8,2,0.8,85.126,0
2015,1,14,4.5,-3.5,5,0.5,0.5,78.578,0
2015,1,15,6,-7,0,-0.5,0,58.934,0
2015,1,16,11,-8.5,0,1.25,0,52.385,0
2015,1,17,11.5,-6,0,2.75,0,65.482,0
2015,1,18,13,-4.5,0,4.25,0,72.03,0
2015,1,19,13.5,-4.5,0,4.5,0,72.03,0
2015,1,20,12.5,-4.5,0,4,0,72.03,0
2015,1,21,7,-3.5,2,1.75,0.2,78.578,0
2015,1,22,3,-7.5,0,-2.25,0,58.934,0
2015,1,23,5.5,-9.5,0,-2,0,45.837,0
2015,1,24,8,-5.5,0,1.25,0,65.482,0
2015,1,25,11,-4,0,3.5,0,72.03,0
2015,1,26,13,-3,0,5,0,78.578,0
2015,1,27,11.5,-0.5,1,5.5,0.1,98.222,0
2015,1,28,13,-3.5,0,4.75,0,78.578,0
2015,1,29,12,-0.5,0,5.75,0,98.222,0
2015,1,30,8.5,2,19,5.25,1.9,117.87,0
2015,1,31,7,0,7,3.5,0.7,98.222,0
2015,2,1,9,-2.5,2,3.25,0.2,85.126,0
2015,2,2,12.5,-4,0,4.25,0,72.03,0
2015,2,3,14.5,-3,0,5.75,0,78.578,0
2015,2,4,16,-1,0,7.5,0,91.674,0
2015,2,5,17.5,-4,0,6.75,0,72.03,0
2015,2,6,17.5,-3.5,0,7,0,72.03,0
2015,2,7,17.5,-3,0,7.25,0,78.578,0
2015,2,8,18,0,0,9,0,98.222,0
2015,2,9,18,-1.5,0,8.25,0,85.126,0
2015,2,10,17.5,-3,0,7.25,0,78.578,0
